Word;--;Document;--;Sentence
lets;--;doc3.txt;--;It lets us say to the guy who worked twenty or thirty years in the factory and then watched his plant move out to Mexico or China - we're sorry, but you're on your own.
lets;--;doc2.txt;--;We are more compassionate than a government that lets veterans sleep on our streets and families slide into poverty; that sits on its hands while a major American city drowns before our eyes.
book;--;doc6.txt;--;As one book says, "disease by the ton was its industry."
book;--;doc3.txt;--;A while ago, I was reading through Jonathan Kozol's new book, Shame of a Nation, which tells of his travels to underprivileged schools across America.
parents;--;doc4.txt;--;As our parents' children, we have the opportunity to learn from these mistakes and disappointments.
parents;--;doc3.txt;--;It allows us to say to the child who didn't have the foresight to choose the right parents or be born in the right suburb - pick yourself up by your bootstraps.
parents;--;doc2.txt;--;But we must also admit that programs alone can't replace parents; that government can't turn off the television and make a child do her homework; that fathers must take more responsibility for providing the love and guidance their children need.
bravery;--;doc5.txt;--;The American soldiers I met when I traveled to Iraq this year were performing their duties with bravery, with brilliance, and without question.
bravery;--;doc2.txt;--;The Republican nominee, John McCain, has worn the uniform of our country with bravery and distinction, and for that we owe him our gratitude and respect.
easy;--;doc4.txt;--;I don't have all the solutions or think that they'll be easy, but there are a few places that a country truly committed to reform could start.
easy;--;doc1.txt;--;And it won't be easy.
easy;--;doc6.txt;--;While they are often difficult to use, they are easy to transport, hard to detect, and, as we saw in Kiev, not always well secured.
easy;--;doc5.txt;--;But it will not be easy.
easy;--;doc2.txt;--;America, our work will not be easy.
east;--;doc1.txt;--;It was here, in Springfield, where North, South, East and West come together that I was reminded of the essential decency of the American people - where I came to believe that through this decency, we can build a more hopeful America.
east;--;doc5.txt;--;Finally, we have to realize that the entire Middle East has an enormous stake in the outcome of Iraq, and we must engage neighboring countries in finding a solution.
east;--;doc2.txt;--;And for the sake of our economy, our security, and the future of our planet, I will set a clear goal as President: in ten years, we will finally end our dependence on oil from the Middle East.
smart;--;doc3.txt;--;Let it be said that we will conduct a smart foreign policy that battles the forces of terrorism and fundamentalism wherever they may exist by matching the might of our military with the power of our diplomacy and the strength of our alliances.
build;--;doc4.txt;--;And you will determine the direction of this country in the 21st century - whether the hard work of the many is lost to the selfish desires of a few, or whether you build an open, honest, stronger Kenya where everyone rises together.
build;--;doc1.txt;--;It was here, in Springfield, where North, South, East and West come together that I was reminded of the essential decency of the American people - where I came to believe that through this decency, we can build a more hopeful America.
build;--;doc6.txt;--;Some weapons experts believe that terrorists are likely to find enough fissile material to build a bomb in the next ten years - and we can imagine with horror what the world will be like if they succeed.
build;--;doc5.txt;--;Now, I am hopeful that the Iraq Study Group emerges next month with a series of proposals around which we can begin to build a bipartisan consensus.
build;--;doc2.txt;--;I will build new partnerships to defeat the threats of the 21st century: terrorism and nuclear proliferation; poverty and genocide; climate change and disease.
real;--;doc4.txt;--;I know that honoring their memory and making that freedom real may seem like an impossible task - an effort bigger than you can imagine - but sometimes all it takes to move us there is doing what little you can to right the wrongs you see.
real;--;doc1.txt;--;We're distracted from our real failures, and told to blame the other party, or gay people, or immigrants.
real;--;doc6.txt;--;We need to be sure that Nunn-Lugar is increasingly focused on these very real non-proliferation and bioterrorism threats.
real;--;doc2.txt;--;For while Senator McCain was turning his sights to Iraq just days after 9/11, I stood up and opposed this war, knowing that it would distract us from the real threats we face.
march;--;doc1.txt;--;And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you.
march;--;doc2.txt;--;At this moment, in this election, we must pledge once more to march into the future.
around;--;doc1.txt;--;All of us running for president will travel around the country offering ten-point plans and making grand speeches; all of us will trumpet those qualities we believe make us uniquely qualified to lead the country.
around;--;doc6.txt;--;But we've all seen how it could take far less time for these weapons to leak out and travel around the world, fueling insurgencies and violent conflicts from Africa to Afghanistan.
around;--;doc3.txt;--;But while the world has changed around us, too often our government has stood still.
around;--;doc5.txt;--;And so we need to maintain a strong foreign policy, relentless in pursuing our enemies and hopeful in promoting our values around the world.
around;--;doc2.txt;--;Instead, it is that American spirit - that American promise - that pushes us forward even when the path is uncertain; that binds us together in spite of our differences; that makes us fix our eye not on what is seen, but what is unseen, that better place around the bend.
government;--;doc4.txt;--;An accountable, transparent government can break this cycle.
government;--;doc3.txt;--;And let it be said that we are the party of open, honest government that doesn't peddle the agenda of whichever lobbyist or special interest can write the biggest check.
government;--;doc5.txt;--;We can teach the soldiers to fight and police to patrol, but if the Iraqi government will not properly feed, adequately pay, or provide them with the equipment they need, they will continue to desert in large numbers, or maintain fealty only to their religious group rather than the national government.
government;--;doc2.txt;--;I've seen it in Washington, when we worked across party lines to open up government and hold lobbyists more accountable, to give better care for our veterans and keep nuclear weapons out of terrorist hands.
government;--;doc1.txt;--;And although government will play a crucial role in bringing about the changes we need, more money and programs alone will not get us where we need to go.
government;--;doc6.txt;--;While the government of Ukraine is making progress here, the limited funding they have means that at the current pace, it will take sixty years to dismantle these weapons.
rules;--;doc4.txt;--;You will decide if the standards and the rules will be the same for everyone - regardless of ethnicity or of wealth.
rules;--;doc2.txt;--;It's a promise that says the market should reward drive and innovation and generate growth, but that businesses should live up to their responsibilities to create American jobs, look out for American workers, and play by the rules of the road.
big;--;doc1.txt;--;What's stopped us is the failure of leadership, the smallness of our politics - the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems.
big;--;doc3.txt;--;The idea that some problems are just too big to handle, and if you just ignore them, sooner or later, they'll go away.
big;--;doc2.txt;--;You make a big election about small things.
breaks;--;doc3.txt;--;The party that won't just throw a few tax breaks at families who can't afford their insurance, but modernizes our health care system and gives every family a chance to buy insurance at a price they can afford.
breaks;--;doc2.txt;--;Unlike John McCain, I will stop giving tax breaks to corporations that ship jobs overseas, and I will start giving them to companies that create good jobs right here in America.
posed;--;doc6.txt;--;But, when I think about what is at stake I am reminded by a quote from the late President Kennedy given in a speech at American University in 1963 about threats posed by the Soviet Union.
posed;--;doc5.txt;--;I said then and believe now that Saddam Hussein was a ruthless dictator who craved weapons of mass destruction but posed no imminent threat to the United States; that a war in Iraq would harm, not help, our efforts to defeat al Qaeda and finish the job in Afghanistan; and that an invasion would require an occupation of undetermined length, at undetermined cost, with undetermined consequences.
possible;--;doc4.txt;--;It is rooted in the bankrupt idea that the goal of politics or business is to funnel as much of the pie as possible to one's family, tribe, or circle with little regard for the public good.
possible;--;doc1.txt;--;But the life of a tall, gangly, self-made Springfield lawyer tells us that a different future is possible.
possible;--;doc6.txt;--;On our trip, we saw two areas where this is possible: elimination of heavy conventional weapons, and interdiction efforts to help stop the flow of dangerous materials across borders.
possible;--;doc3.txt;--;These are Americans who still believe in an America where anything's possible - they just don't think their leaders do.
possible;--;doc5.txt;--;When possible, this should be done in consultation with the Iraqi government ?
regard;--;doc4.txt;--;It is rooted in the bankrupt idea that the goal of politics or business is to funnel as much of the pie as possible to one's family, tribe, or circle with little regard for the public good.
regard;--;doc3.txt;--;But it has also depended on our sense of mutual regard for each other, of mutual responsibility.
early;--;doc4.txt;--;This coalition succeeded by promising change, and their early gestures - the dismissal of the shaky judges, the renewed vigor of the investigation into the Goldenberg scandal, the calls for real disclosure of elected officials' personal wealth - were all promising.
early;--;doc6.txt;--;Additional steps should also be taken to consolidate and secure dangerous pathogen collections, strengthen bio-reconnaissance networks to provide early warning of bio-attack and natural disease outbreaks, and have our experts work together to develop improved medical countermeasures.
early;--;doc3.txt;--;That in a global economy that's more connected and more competitive - we are the party that will guarantee every American an affordable, world-class, top-notch, life-long education - from early childhood to high school, from college to on-the-job training.
early;--;doc2.txt;--;I'll invest in early childhood education.
smallness;--;doc1.txt;--;What's stopped us is the failure of leadership, the smallness of our politics - the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems.
smallness;--;doc3.txt;--;It's the timidity - the smallness - of our politics that's holding us back right now.
suffering;--;doc4.txt;--;Clarifying these rules and focusing resources on building a judicial system that can enforce them and resolve disputes should be a primary goal of any government suffering from corruption.
suffering;--;doc2.txt;--;And when one of his chief advisors - the man who wrote his economic plan - was talking about the anxiety Americans are feeling, he said that we were just suffering from a "mental recession," and that we've become, and I quote, "a nation of whiners."
five;--;doc6.txt;--;Five postal employees were killed and the Senate office buildings were closed for months.
five;--;doc2.txt;--;And it is that promise that forty five years ago today, brought Americans from every corner of this land to stand together on a Mall in Washington, before Lincoln's Memorial, and hear a young preacher from Georgia speak of his dream.
know;--;doc4.txt;--;I wish all of you luck in finding this courage in the days and months to come, and I want you to know that as your ally, your friend, and your brother, I will be there to help in any way I can.
know;--;doc3.txt;--;And in the end, we know that it isn't enough to just say that you've had enough.
know;--;doc5.txt;--;But we should know that our success in doing so is enhanced by engaging our allies so that we receive the crucial diplomatic, military, intelligence, and financial support that can lighten our load and add legitimacy to our actions.
know;--;doc2.txt;--;If your hopes have been dashed again and again, then it's best to stop hoping, and settle for what you already know.
know;--;doc1.txt;--;It will take your time, your energy, and your advice - to push us forward when we're doing right, and to let us know when we're not.
know;--;doc6.txt;--;As some of you know, Senator Lugar and I recently traveled to Russia, Ukraine, and Azerbaijan to witness firsthand both the progress we're making in securing the world's most dangerous weapons, as well as the serious challenges that lie ahead.
mom;--;doc3.txt;--;That if you give a speech where you rattle off statistics about the stock market being up and orders for durable goods being on the rise, no one will notice the single mom whose two jobs won't pay the bills or the student who can't afford his college dreams.
mom;--;doc2.txt;--;In the face of that young student who sleeps just three hours before working the night shift, I think about my mom, who raised my sister and me on her own while she worked and earned her degree; who once turned to food stamps but was still able to send us to the best schools in the country with the help of student loans and scholarships.
press;--;doc4.txt;--;You enjoy a robust civil society; a press that's free, fair, and honest; and a strong partnership with my own country that has resulted in critical cooperation on terrorist issues, real strides in fighting disease and poverty, and an important alliance on fostering regional stability.
press;--;doc5.txt;--;free markets, a free press, a strong civil society ?
world;--;doc4.txt;--;The world knows the names of Wangari Maathai and John Githongo, who are fighting against the insidious corruption that has weakened Kenya.
world;--;doc3.txt;--;We are here tonight because we believe that in this country, we have it within our power to say "yes" to those questions - to forge our own destiny - to begin the world anew.
world;--;doc5.txt;--;And so we need to maintain a strong foreign policy, relentless in pursuing our enemies and hopeful in promoting our values around the world.
world;--;doc2.txt;--;Our universities and our culture are the envy of the world, but that's not what keeps the world coming to our shores.
world;--;doc1.txt;--;I've worked with Republican Senator Dick Lugar to pass a law that will secure and destroy some of the world's deadliest, unguarded weapons.
world;--;doc6.txt;--;But we've all seen how it could take far less time for these weapons to leak out and travel around the world, fueling insurgencies and violent conflicts from Africa to Afghanistan.
walk;--;doc1.txt;--;It is because men and women of every race, from every walk of life, continued to march for freedom long after Lincoln was laid to rest, that today we have the chance to face the challenges of this millennium together, as one people - as Americans.
walk;--;doc6.txt;--;For a scientist or other employee to simply walk out of the lab with enough material to construct a weapon of mass destruction is far too easy, and the consequences would be far too devastating.
walk;--;doc3.txt;--;And in that movement, she saw women who were willing to walk instead of ride the bus after a day of doing somebody else's laundry and looking after somebody else's children because they walked for freedom.
walk;--;doc2.txt;--;We cannot walk alone.
disappointed;--;doc4.txt;--;I know from these stories that my father was not a perfect man - that he made his share of mistakes and disappointed his share of people in his lifetime.
disappointed;--;doc1.txt;--;But too many times, after the election is over, and the confetti is swept away, all those promises fade from memory, and the lobbyists and the special interests move in, and people turn away, disappointed as before, left to struggle on their own.
dreams;--;doc1.txt;--;This campaign must be the occasion, the vehicle, of your hopes, and your dreams.
dreams;--;doc3.txt;--;That if you give a speech where you rattle off statistics about the stock market being up and orders for durable goods being on the rise, no one will notice the single mom whose two jobs won't pay the bills or the student who can't afford his college dreams.
dreams;--;doc5.txt;--;dreams and hopes.
dreams;--;doc2.txt;--;That together, our dreams can be one.
nairobi;--;doc4.txt;--;Terrorist attacks - like those that have shed Kenyan blood and struck at the heart of the Kenyan economy - are facilitated by customs and border officers who can be paid off, by police forces so crippled by corruption that they do not protect the personal safety of Kenyans walking the streets of Nairobi, and by forged documents that are easy to find in a climate where graft and fraud thrive.
meaning;--;doc1.txt;--;This campaign has to be about reclaiming the meaning of citizenship, restoring our sense of common purpose, and realizing that few obstacles can withstand the power of millions of voices calling for change.
dignity;--;doc2.txt;--;It's a promise that says each of us has the freedom to make of our own lives what we will, but that we also have the obligation to treat each other with dignity and respect.
lincoln;--;doc1.txt;--;As Lincoln organized the forces arrayed against slavery, he was heard to say: "Of strange, discordant, and even hostile elements, we gathered from the four winds, and formed and fought to battle through."
lincoln;--;doc2.txt;--;And it is that promise that forty five years ago today, brought Americans from every corner of this land to stand together on a Mall in Washington, before Lincoln's Memorial, and hear a young preacher from Georgia speak of his dream.
promising;--;doc4.txt;--;This coalition succeeded by promising change, and their early gestures - the dismissal of the shaky judges, the renewed vigor of the investigation into the Goldenberg scandal, the calls for real disclosure of elected officials' personal wealth - were all promising.
necessary;--;doc4.txt;--;So if the government found ways to downsize the bureaucracy - to cut out the positions that aren't necessary or useful - it could use the extra money to increase the salary of other government officials.
necessary;--;doc6.txt;--;One of the most important steps is for Russia to permit the access and transparency necessary to deal with the threat.
necessary;--;doc5.txt;--;We would make clear in such a scenario that the United States would not be maintaining permanent military bases in Iraq, but would do what was necessary to help prevent a total collapse of the Iraqi state and further polarization of Iraqi society.
like;--;doc4.txt;--;I know that honoring their memory and making that freedom real may seem like an impossible task - an effort bigger than you can imagine - but sometimes all it takes to move us there is doing what little you can to right the wrongs you see.
like;--;doc3.txt;--;And she knew that during those moments in history where it looked like we might give up hope or settle for less, there have always been Americans who refused.
like;--;doc5.txt;--;Such a reduced but active presence will also send a clear message to hostile countries like Iran and Syria that we intend to remain a key player in this region.
like;--;doc2.txt;--;You have shown what history teaches us - that at defining moments like this one, the change we need doesn't come from Washington.
like;--;doc1.txt;--;We can harness homegrown, alternative fuels like ethanol and spur the production of more fuel-efficient cars.
like;--;doc6.txt;--;Outstanding career officials who run the Nunn-Lugar program -- people like Col. Jim Reid and Andy Weber who are here this morning -- will be there every step of the way to ensure that U.S. interests are protected.
lost;--;doc4.txt;--;And you will determine the direction of this country in the 21st century - whether the hard work of the many is lost to the selfish desires of a few, or whether you build an open, honest, stronger Kenya where everyone rises together.
lost;--;doc1.txt;--;Today we grieve for the families who have lost loved ones, the hearts that have been broken, and the young lives that could have been.
lost;--;doc2.txt;--;What has also been lost is our sense of common purpose - our sense of higher purpose.
kennedy;--;doc6.txt;--;Much of what President Kennedy described in 1963 remains true to this day - and we owe it to ourselves and our children to get it right.
kennedy;--;doc2.txt;--;We are the party of Kennedy.
confront;--;doc1.txt;--;Most of all, let's be the generation that never forgets what happened on that September day and confront the terrorists with everything we've got.
confront;--;doc6.txt;--;With the situation in Russia and the rest of the former Soviet Union so drastically different than it was in 1991, or even in 1996 or 2001, what must we do to effectively confront this threat in the days and years to come?
confront;--;doc5.txt;--;And so going forward, I believe there are strategic lessons to be learned from this as we continue to confront the new threats of this new century.
collective;--;doc4.txt;--;Some of the worst actors on the international stage can also take advantage of the collective exhaustion and outrage that people feel with official corruption, as we've seen with Islamic extremists who promise purification, but deliver totalitarianism.
collective;--;doc3.txt;--;That we have individual responsibility, but we also have collective responsibility to each other.
commanders;--;doc5.txt;--;But only if U.S. commanders think such a force would be effective; if there is substantial movement towards a political solution among Iraqi factions; if the Iraqi government showed a serious commitment to disbanding the militias; and if the Iraqi government asked us ?
serves;--;doc4.txt;--;One that serves its people and is free from corruption.
serves;--;doc6.txt;--;Fortunately, the success of Cooperative Threat Reduction - especially in securing nuclear weapons - serves as a model of how we can do this.
ignore;--;doc3.txt;--;The idea that some problems are just too big to handle, and if you just ignore them, sooner or later, they'll go away.
ignore;--;doc5.txt;--;9/11 showed us that try as we might to ignore the rest of the world, our enemies will no longer ignore us.
paycheck;--;doc1.txt;--;All of us know what those challenges are today - a war with no end, a dependence on oil that threatens our future, schools where too many children aren't learning, and families struggling paycheck to paycheck despite working as hard as they can.
continue;--;doc4.txt;--;But for all the progress that has been made, we must surely acknowledge that neither Kenya nor the African continent have yet fulfilled their potential - that the hopefulness of the post-colonial era has been replaced by cynicism and sometimes despair, and that true freedom has not yet been won for those struggling to live on less than a few shillings a day, for those who have fallen prey to HIV/AIDS or malaria, to those ordinary citizens who continue to find themselves trapped in the crossfire of war or ethnic conflict.
continue;--;doc5.txt;--;In the past, it has been movements for freedom from within tyrannical regimes that have led to flourishing democracies; movements that continue today.
steps;--;doc6.txt;--;Additional steps should also be taken to consolidate and secure dangerous pathogen collections, strengthen bio-reconnaissance networks to provide early warning of bio-attack and natural disease outbreaks, and have our experts work together to develop improved medical countermeasures.
steps;--;doc5.txt;--;When I first advocated steps along these lines over a year ago, I had hoped that this phased redeployment could begin by the end of 2006.
either;--;doc3.txt;--;I did not need sewing either.
either;--;doc5.txt;--;And, while some have proposed escalating this war by adding thousands of more troops, there is little reason to believe that this will achieve these results either.
night;--;doc3.txt;--;We had held a large rally the night before in the Southside of Chicago, which is where I live.
night;--;doc2.txt;--;It's a promise I make to my daughters when I tuck them in at night, and a promise that you make to yours - a promise that has led immigrants to cross oceans and pioneers to travel west; a promise that led workers to picket lines, and women to reach for the ballot.
resolved;--;doc6.txt;--;"Let us not be blind to our differences--but let us also direct attention to our common interests and to the means by which those differences can be resolved...For in the final analysis, our most basic common link is that we all inhabit this small planet.
resolved;--;doc5.txt;--;The American people have been extraordinarily resolved.
become;--;doc6.txt;--;In the years ahead, this should become an increasing priority for the Nunn-Lugar program, the Congress, and the Russians, who are already taking important steps to help implement these programs.
become;--;doc5.txt;--;The notion that Iraq would quickly and easily become a bulwark of flourishing democracy in the Middle East was not a plan for victory, but an ideological fantasy.
become;--;doc2.txt;--;And when one of his chief advisors - the man who wrote his economic plan - was talking about the anxiety Americans are feeling, he said that we were just suffering from a "mental recession," and that we've become, and I quote, "a nation of whiners."
security;--;doc6.txt;--;This does not mean that we should ease up one bit on issues affecting our national security.
security;--;doc3.txt;--;That we're better off if we dismantle it - if we divvy it up into individual tax breaks, hand 'em out, and encourage everyone to go buy your own health care, your own retirement security, your own child care, their own schools, your own private security force, your own roads, their own levees...
security;--;doc5.txt;--;do not just come from deposing a tyrant and handing out ballots; they are only realized once the personal and material security of a people is ensured as well.
security;--;doc2.txt;--;Now is the time to change our bankruptcy laws, so that your pensions are protected ahead of CEO bonuses; and the time to protect Social Security for future generations.
fault;--;doc4.txt;--;His ideas about how Kenya should progress often put him at odds with the politics of tribe and patronage, and because he spoke his mind, sometimes to a fault, he ended up being fired from his job and prevented from finding work in the country for many, many years.
fault;--;doc1.txt;--;And when all else fails, when Katrina happens, or the death toll in Iraq mounts, we've been told that our crises are somebody else's fault.
reduced;--;doc5.txt;--;Such a reduced but active presence will also send a clear message to hostile countries like Iran and Syria that we intend to remain a key player in this region.
losing;--;doc2.txt;--;I've seen it in the workers who would rather cut their hours back a day than see their friends lose their jobs, in the soldiers who re-enlist after losing a limb, in the good neighbors who take a stranger in when a hurricane strikes and the floodwaters rise.
accessible;--;doc3.txt;--;Let it be said that we are the party of affordable, accessible health care for all Americans.
accessible;--;doc2.txt;--;Now is the time to finally keep the promise of affordable, accessible health care for every single American.
right;--;doc4.txt;--;I know that honoring their memory and making that freedom real may seem like an impossible task - an effort bigger than you can imagine - but sometimes all it takes to move us there is doing what little you can to right the wrongs you see.
right;--;doc3.txt;--;It allows us to say to the child who didn't have the foresight to choose the right parents or be born in the right suburb - pick yourself up by your bootstraps.
right;--;doc5.txt;--;According to a Pew survey, 42% of Americans now agree with the statement that the U.S. should "mind its own business internationally and let other countries get along the best they can on their own.”We cannot afford to be a country of isolationists right now.
right;--;doc2.txt;--;I'll help our auto companies re-tool, so that the fuel-efficient cars of the future are built right here in America.
right;--;doc1.txt;--;It will take your time, your energy, and your advice - to push us forward when we're doing right, and to let us know when we're not.
right;--;doc6.txt;--;Much of what President Kennedy described in 1963 remains true to this day - and we owe it to ourselves and our children to get it right.
old;--;doc4.txt;--;This means that the education and health care systems - issues that my own nation more than 200 years old still struggles with - lag behind, impacting its development.
old;--;doc1.txt;--;And that is why, in the shadow of the Old State Capitol, where Lincoln once called on a divided house to stand together, where common hopes and common dreams still, I stand before you today to announce my candidacy for President of the United States.
old;--;doc3.txt;--;I don't know about you, but I think old Newt is onto something here.
old;--;doc2.txt;--;You understand that in this election, the greatest risk we can take is to try the same old politics with the same old players and expect a different result.
often;--;doc4.txt;--;His ideas about how Kenya should progress often put him at odds with the politics of tribe and patronage, and because he spoke his mind, sometimes to a fault, he ended up being fired from his job and prevented from finding work in the country for many, many years.
often;--;doc6.txt;--;While they are often difficult to use, they are easy to transport, hard to detect, and, as we saw in Kiev, not always well secured.
often;--;doc3.txt;--;I've often thought about Mireya and her simple dream and all those before her who've shared that dream too.
deal;--;doc1.txt;--;I joined with pastors and lay-people to deal with communities that had been ravaged by plant closings.
deal;--;doc6.txt;--;One of the most important steps is for Russia to permit the access and transparency necessary to deal with the threat.
deal;--;doc5.txt;--;In the absence of a genuine commitment on the part of all of the factions in Iraq to deal with this issue, it is doubtful that a unified Iraqi government can function for long, and it is doubtful that U.S. forces, no matter how large, can prevent an escalation of widespread sectarian killing.
people;--;doc4.txt;--;I know from these stories that my father was not a perfect man - that he made his share of mistakes and disappointed his share of people in his lifetime.
people;--;doc3.txt;--;And when we do go to war, let us always be honest with the American people about why we are there and how we will win.
people;--;doc5.txt;--;and that is the loss of our government’s credibility with the American people.
people;--;doc2.txt;--;But what the people heard instead - people of every creed and color, from every walk of life - is that in America, our destiny is inextricably linked.
people;--;doc1.txt;--;That beneath all the differences of race and region, faith and station, we are one people.
people;--;doc6.txt;--;Outstanding career officials who run the Nunn-Lugar program -- people like Col. Jim Reid and Andy Weber who are here this morning -- will be there every step of the way to ensure that U.S. interests are protected.
understand;--;doc4.txt;--;I began to understand and appreciate the distance he had traveled - from being a boy herding goats to a student at the University of Hawaii and Harvard University to the respected economist that he was upon his return to Kenya.
understand;--;doc1.txt;--;I understand the skepticism.
understand;--;doc6.txt;--;Now, few people understand these challenges better than the co-founder of the Cooperative Threat Reduction Program, Dick Lugar, and this is something that became particularly clear to me during one incident on the trip.
understand;--;doc3.txt;--;So I understand the cynicism.
understand;--;doc2.txt;--;You understand that in this election, the greatest risk we can take is to try the same old politics with the same old players and expect a different result.
disposal;--;doc5.txt;--;This doesn’t mean abandoning our values and ideals; wherever we can, it’s in our interest to help foster democracy through the diplomatic and economic resources at our disposal.
creed;--;doc3.txt;--;And she saw young people of every race and every creed take a bus down to Mississippi and Alabama to register voters because they believed.
creed;--;doc2.txt;--;But what the people heard instead - people of every creed and color, from every walk of life - is that in America, our destiny is inextricably linked.
village;--;doc4.txt;--;And on a more personal level, because he never fully reconciled the traditions of his village with more modern conceptions of family - because he related to women as his father had, expecting them to obey him no matter what he did - his family life was unstable, and his children never knew him well.
back;--;doc4.txt;--;In many ways, he embodied the new Africa of the early Sixties, a man who had obtained the knowledge of the Western world, and sought to bring it back home, where he hoped he could help create a new nation.
back;--;doc3.txt;--;And then someday, someday, if our kids get the chance to stand where we are and look back at the beginning of the 21st century, they can say that this was the time when America renewed its purpose.
back;--;doc5.txt;--;It is time to give Iraqis their country back.
back;--;doc2.txt;--;America, we cannot turn back.
back;--;doc1.txt;--;They write the checks and you get stuck with the bills, they get the access while you get to write a letter, they think they own this government, but we're here today to take it back.
back;--;doc6.txt;--;The Department of Energy and others have certainly made progress in converting civilian reactors to low-enriched uranium, taking back spent fuel, and closing unnecessary facilities.
alive;--;doc2.txt;--;And it is on their behalf that I intend to win this election and keep our promise alive as President of the United States.
calling;--;doc1.txt;--;And if you will join me in this improbable quest, if you feel destiny calling, and see as I see, a future of endless possibility stretching before us; if you sense, as I sense, that the time is now to shake off our slumber, and slough off our fear, and make good on the debt we owe past and future generations, then I'm ready to take up the cause, and march with you, and work with you.
ideals;--;doc1.txt;--;But let us also understand that ultimate victory against our enemies will come only by rebuilding our alliances and exporting those ideals that bring hope and opportunity to millions around the globe.
ideals;--;doc5.txt;--;This doesn’t mean abandoning our values and ideals; wherever we can, it’s in our interest to help foster democracy through the diplomatic and economic resources at our disposal.
born;--;doc3.txt;--;It allows us to say to the child who didn't have the foresight to choose the right parents or be born in the right suburb - pick yourself up by your bootstraps.
born;--;doc2.txt;--;Born into poverty?
economic;--;doc4.txt;--;I know that while recent reports have pointed to strong economic growth in this country, 56% of Kenyans still live in poverty.
economic;--;doc5.txt;--;This doesn’t mean abandoning our values and ideals; wherever we can, it’s in our interest to help foster democracy through the diplomatic and economic resources at our disposal.
economic;--;doc2.txt;--;The fundamentals we use to measure economic strength are whether we are living up to that fundamental promise that has made this country great - a promise that is the only reason I am standing here tonight.
election;--;doc1.txt;--;But too many times, after the election is over, and the confetti is swept away, all those promises fade from memory, and the lobbyists and the special interests move in, and people turn away, disappointed as before, left to struggle on their own.
election;--;doc3.txt;--;She kept on voting in each and every election because she believed.
election;--;doc2.txt;--;At this moment, in this election, we must pledge once more to march into the future.
moreover;--;doc5.txt;--;Moreover, it could be suspended if at any point U.S. commanders believe that a further reduction would put American troops in danger.
home;--;doc4.txt;--;My own city of Chicago has been the home of some of the most corrupt local politics in American history, from patronage machines to questionable elections.
home;--;doc1.txt;--;That's why I have a plan that will bring our combat troops home by March of 2008.
home;--;doc3.txt;--;I've thought about how she lived to see a world war and a Great Depression and a second world war, and how she saw her brothers and uncles and nephews and cousins coming home from those wars and still have to sit at the back of a bus.
home;--;doc5.txt;--;If we commit our troops anywhere in the world, it is our solemn responsibility to define their mission and formulate a viable plan to fulfill that mission and bring our troops home.
home;--;doc2.txt;--;As Commander-in-Chief, I will never hesitate to defend this nation, but I will only send our troops into harm's way with a clear mission and a sacred commitment to give them the equipment they need in battle and the care and benefits they deserve when they come home.
ballot;--;doc3.txt;--;The party who believes that in this democracy, influence and access should begin and end with the power of the ballot.
ballot;--;doc2.txt;--;It's a promise I make to my daughters when I tuck them in at night, and a promise that you make to yours - a promise that has led immigrants to cross oceans and pioneers to travel west; a promise that led workers to picket lines, and women to reach for the ballot.
recognition;--;doc4.txt;--;Among other things, this recognition resulted in the coalition that came to power in the December elections of 2002.
enemies;--;doc1.txt;--;But let us also understand that ultimate victory against our enemies will come only by rebuilding our alliances and exporting those ideals that bring hope and opportunity to millions around the globe.
enemies;--;doc5.txt;--;And so we need to maintain a strong foreign policy, relentless in pursuing our enemies and hopeful in promoting our values around the world.
fuels;--;doc1.txt;--;We can harness homegrown, alternative fuels like ethanol and spur the production of more fuel-efficient cars.
fuels;--;doc3.txt;--;The party that will harness homegrown, alternative fuels and spur the production of fuel-efficient, hybrid cars to break our dependence on the world's most dangerous regimes.
fuels;--;doc2.txt;--;In that time, he's said no to higher fuel-efficiency standards for cars, no to investments in renewable energy, no to renewable fuels.
consensus;--;doc1.txt;--;What's stopped us is the failure of leadership, the smallness of our politics - the ease with which we're distracted by the petty and trivial, our chronic avoidance of tough decisions, our preference for scoring cheap political points instead of rolling up our sleeves and building a working consensus to tackle big problems.
consensus;--;doc5.txt;--;I am committed to working with this White House and any of my colleagues in the months to come to craft such a consensus.
trust;--;doc4.txt;--;In the end, if the people cannot trust their government to do the job for which it exists - to protect them and to promote their common welfare - all else is lost.
trust;--;doc5.txt;--;It’s time that we listen to their concerns and win back their trust.
recently;--;doc6.txt;--;As some of you know, Senator Lugar and I recently traveled to Russia, Ukraine, and Azerbaijan to witness firsthand both the progress we're making in securing the world's most dangerous weapons, as well as the serious challenges that lie ahead.
recently;--;doc5.txt;--;The Chairman of the Joint Chiefs recently said that if a conflict arose in North Korea, we’d have to largely rely on the Navy and Air Force to take care of it, since the Army and Marines are engaged elsewhere.
